SUMMARY,Unnamed: 3,Unnamed: 4,ZWL,USD ,Date
GL ACC,2202000002.0,Technical Equipment Maintenance,25321091.09656302,183095.839482219,2034-01-04
GL ACC,2200600003.0,Renewal of Computer software,567569020.8213909,3786160.845479933,2034-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,463316.7731141984,3340.62688857907,2034-01-06
GRANT TOTAL ZWL,,,1063754245.504902,,2034-01-07
GRANT TOTAL ZWL,,,,,2034-01-08
,,,,7366920.029536937,2034-01-09
GL ACC,2200600002.0,Consumables,257432739.9599199,2626825.309072641,2035-01-01
GL ACC,3112210001.0,ICT Equipment,148672740.336929,1318991.539127744,2035-01-02
GL ACC,2201900002.0,Part Technical equipment,24922441.77310557,178287.909634546,2035-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33228437.03983979,215496.8930928311,2035-01-04
GL ACC,2200600003.0,Renewal of Computer software,488936867.8633834,3978714.948227842,2035-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,454303.8635187373,3308.980737677762,2035-01-06
GRANT TOTAL ZWL,,,1116151231.789011,,2035-01-07
GRANT TOTAL ZWL,,,,,2035-01-08
,,,,6551116.080486793,2035-01-09
GL ACC,2200600002.0,Consumables,370446639.6180027,2430946.291756527,2036-01-01
GL ACC,3112210001.0,ICT Equipment,143703704.742665,1337591.286258308,2036-01-02
GL ACC,2201900002.0,Part Technical equipment,22098306.2612485,137768.3461055288,2036-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24842756.45692745,250545.7989739134,2036-01-04
GL ACC,2200600003.0,Renewal of Computer software,469318211.2834403,4349063.065521153,2036-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,491993.9851782035,2977.362987148701,2036-01-06
GRANT TOTAL ZWL,,,975903512.6022861,,2036-01-07
GRANT TOTAL ZWL,,,,,2036-01-08
,,,,6704625.451084642,2036-01-09
GL ACC,2200600002.0,Consumables,353158525.9803513,1827436.57386647,2037-01-01
GL ACC,3112210001.0,ICT Equipment,156461709.5058593,1380490.796801945,2037-01-02
GL ACC,2201900002.0,Part Technical equipment,20221911.49317427,152298.0394398585,2037-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28591735.86741311,175032.983525917,2037-01-04
GL ACC,2200600003.0,Renewal of Computer software,520815862.4149569,3317392.081773029,2037-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,437723.7476354666,2925.828713641985,2037-01-06
GRANT TOTAL ZWL,,,1234166155.456138,,2037-01-07
GRANT TOTAL ZWL,,,,,2037-01-08
,,,,8730275.015632736,2037-01-09
GL ACC,2200600002.0,Consumables,256308759.6687465,2006367.245547213,2038-01-01
GL ACC,3112210001.0,ICT Equipment,186937367.2909444,976689.4878046343,2038-01-02
GL ACC,2201900002.0,Part Technical equipment,23664339.02404121,156381.3555345615,2038-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35375575.01979912,212990.848093883,2038-01-04
GL ACC,2200600003.0,Renewal of Computer software,613426099.243796,3233968.424751983,2038-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,556005.4771029273,3605.529026587235,2038-01-06
GRANT TOTAL ZWL,,,1204744272.635833,,2038-01-07
GRANT TOTAL ZWL,,,,,2038-01-08
,,,,8284385.131062194,2038-01-09
GL ACC,2200600002.0,Consumables,358713315.9695675,1995020.540345686,2039-01-01
GL ACC,3112210001.0,ICT Equipment,154436271.2693976,962434.3906316784,2039-01-02
GL ACC,2201900002.0,Part Technical equipment,19237602.24684553,186161.2667645078,2039-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29468245.92353587,211277.75937214,2039-01-04
GL ACC,2200600003.0,Renewal of Computer software,603529101.7143564,3962347.59375169,2039-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,580017.3710779002,4073.013288257297,2039-01-06
GRANT TOTAL ZWL,,,1032732653.093789,,2039-01-07
GRANT TOTAL ZWL,,,,,2039-01-08
,,,,6573647.344045146,2039-01-09
GL ACC,2200600002.0,Consumables,342133175.9197469,2077449.067283537,2040-01-01
GL ACC,3112210001.0,ICT Equipment,175052999.5946445,1295587.084906952,2040-01-02
GL ACC,2201900002.0,Part Technical equipment,22352032.13783469,192508.3543685089,2040-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34381313.86025188,187982.3886402758,2040-01-04
GL ACC,2200600003.0,Renewal of Computer software,614127650.6789192,4144794.205996512,2040-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,481480.0242958916,4263.045064647461,2040-01-06
GRANT TOTAL ZWL,,,858263364.0325341,,2040-01-07
GRANT TOTAL ZWL,,,,,2040-01-08
,,,,8386367.387699923,2040-01-09
GL ACC,2200600002.0,Consumables,279668407.2739431,1823190.058330494,2041-01-01
GL ACC,3112210001.0,ICT Equipment,140097997.2288581,1311831.65127155,2041-01-02
GL ACC,2201900002.0,Part Technical equipment,26990056.87222501,139213.9211043411,2041-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,25307419.21946673,240420.2961654577,2041-01-04
GL ACC,2200600003.0,Renewal of Computer software,604375189.6284268,3730882.539950139,2041-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,515447.0953173039,2982.564088444994,2041-01-06
GRANT TOTAL ZWL,,,856760027.8710409,,2041-01-07
GRANT TOTAL ZWL,,,,,2041-01-08
,,,,8343780.212249283,2041-01-09
GL ACC,2200600002.0,Consumables,327265701.9277519,2225576.910878726,2042-01-01
GL ACC,3112210001.0,ICT Equipment,199256130.8142887,993104.2484899184,2042-01-02
GL ACC,2201900002.0,Part Technical equipment,19770504.52609558,184011.7741126108,2042-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29747581.091528,227948.7697180443,2042-01-04
GL ACC,2200600003.0,Renewal of Computer software,514782289.5181895,3797452.367829782,2042-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,417036.0013223893,3112.684326820548,2042-01-06
GRANT TOTAL ZWL,,,1036869588.571731,,2042-01-07
GRANT TOTAL ZWL,,,,,2042-01-08
,,,,8464524.431312708,2042-01-09
GL ACC,2200600002.0,Consumables,318704445.5180406,2561274.136105515,2043-01-01
GL ACC,3112210001.0,ICT Equipment,201472396.1279602,1347146.912285037,2043-01-02
GL ACC,2201900002.0,Part Technical equipment,24537040.80482415,167506.1117531988,2043-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26362003.33996966,186750.5590538915,2043-01-04
GL ACC,2200600003.0,Renewal of Computer software,477533870.1786256,3218065.878417933,2043-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,480042.3031122613,3446.80473411199,2043-01-06
GRANT TOTAL ZWL,,,1024953221.392811,,2043-01-07
GRANT TOTAL ZWL,,,,,2043-01-08
,,,,7046005.58059093,2043-01-09
GL ACC,2200600002.0,Consumables,281081058.5414275,2309143.727738019,2044-01-01
GL ACC,3112210001.0,ICT Equipment,161109995.3338987,1064668.848627699,2044-01-02
GL ACC,2201900002.0,Part Technical equipment,24818662.72646645,131903.97567856,2044-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28488675.38982779,242003.6421505241,2044-01-04
GL ACC,2200600003.0,Renewal of Computer software,458259856.7061324,2999778.435234061,2044-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,460652.1904424563,3196.40443800396,2044-01-06
GRANT TOTAL ZWL,,,1003245040.882456,,2044-01-07
GRANT TOTAL ZWL,,,,,2044-01-08
,,,,7243194.144763176,2044-01-09
GL ACC,2200600002.0,Consumables,338877580.1374982,1840959.047556114,2045-01-01
GL ACC,3112210001.0,ICT Equipment,193715828.6385569,1379578.377291615,2045-01-02
GL ACC,2201900002.0,Part Technical equipment,20473886.52553973,151758.2337919902,2045-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26357642.26436288,184607.300208122,2045-01-04
GL ACC,2200600003.0,Renewal of Computer software,593058194.9285479,3390357.208317107,2045-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,515548.0247552278,3086.159638433055,2045-01-06
GRANT TOTAL ZWL,,,1125795570.008611,,2045-01-07
GRANT TOTAL ZWL,,,,,2045-01-08
,,,,6939144.851033945,2045-01-09
GL ACC,2200600002.0,Consumables,328203606.4845021,1864823.221846088,2046-01-01
GL ACC,3112210001.0,ICT Equipment,184389160.887628,987773.3529829822,2046-01-02
GL ACC,2201900002.0,Part Technical equipment,26888090.86925738,191509.0990043553,2046-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34485901.35898113,188628.4347965153,2046-01-04
GL ACC,2200600003.0,Renewal of Computer software,530307126.3806714,4270798.799323237,2046-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,453305.6113548942,3837.526147198849,2046-01-06
GRANT TOTAL ZWL,,,1252372253.147805,,2046-01-07
GRANT TOTAL ZWL,,,,,2046-01-08
,,,,8098962.679636505,2046-01-09
GL ACC,2200600002.0,Consumables,305369322.8977463,2157887.241638052,2047-01-01
GL ACC,3112210001.0,ICT Equipment,155739791.3898058,1363957.364386864,2047-01-02
GL ACC,2201900002.0,Part Technical equipment,25225694.72954127,175301.5277383116,2047-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30664292.47446979,228194.4593963234,2047-01-04
GL ACC,2200600003.0,Renewal of Computer software,539010059.1209332,4364837.462509946,2047-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,507904.57772966,3923.873413330409,2047-01-06
GRANT TOTAL ZWL,,,1043332954.184497,,2047-01-07
GRANT TOTAL ZWL,,,,,2047-01-08
,,,,6384229.495896674,2047-01-09
GL ACC,2200600002.0,Consumables,269501609.5287244,2477140.79840196,2048-01-01
GL ACC,3112210001.0,ICT Equipment,199137199.7358252,1349979.995636889,2048-01-02
GL ACC,2201900002.0,Part Technical equipment,22388159.76228692,171936.4843785118,2048-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,25315999.1585319,214096.3775400158,2048-01-04
GL ACC,2200600003.0,Renewal of Computer software,542169091.846821,3019123.836696527,2048-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,496376.4584603279,3927.143008744625,2048-01-06
GRANT TOTAL ZWL,,,991893711.476947,,2048-01-07
GRANT TOTAL ZWL,,,,,2048-01-08
,,,,6074508.529859223,2048-01-09
GL ACC,2200600002.0,Consumables,350661286.9318187,2341512.112281064,2049-01-01
GL ACC,3112210001.0,ICT Equipment,156843279.8735995,1374509.101038627,2049-01-02
GL ACC,2201900002.0,Part Technical equipment,21678521.27375447,187999.4876371076,2049-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,29409669.07422215,228655.4027609419,2049-01-04
GL ACC,2200600003.0,Renewal of Computer software,579718607.9427463,4345900.38713047,2049-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,478583.7230430559,3866.417745553028,2049-01-06
GRANT TOTAL ZWL,,,880355835.4652287,,2049-01-07
GRANT TOTAL ZWL,,,,,2049-01-08
,,,,8213538.341907246,2049-01-09
GL ACC,2200600002.0,Consumables,254877921.1580027,2304388.024844258,2050-01-01
GL ACC,3112210001.0,ICT Equipment,157143807.6723293,1037015.790612116,2050-01-02
GL ACC,2201900002.0,Part Technical equipment,18216017.15208859,182772.6323767804,2050-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24306657.56790617,213498.2904755263,2050-01-04
GL ACC,2200600003.0,Renewal of Computer software,534862566.8994957,4340024.437879422,2050-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,446516.5418443559,3155.927870531182,2050-01-06
GRANT TOTAL ZWL,,,1236737465.760665,,2050-01-07
GRANT TOTAL ZWL,,,,,2050-01-08
,,,,7648451.710441496,2050-01-09
GL ACC,2200600002.0,Consumables,277576988.3293089,2339433.187337582,2051-01-01
GL ACC,3112210001.0,ICT Equipment,200287065.3823945,1214061.184317445,2051-01-02
GL ACC,2201900002.0,Part Technical equipment,19316396.04804685,183193.4175319081,2051-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28296868.2053619,226495.4660115854,2051-01-04
GL ACC,2200600003.0,Renewal of Computer software,570765706.0019403,3708476.126442817,2051-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,567057.6931554092,3886.57266205762,2051-01-06
GRANT TOTAL ZWL,,,1212362208.991654,,2051-01-07
GRANT TOTAL ZWL,,,,,2051-01-08
,,,,8891176.83302605,2051-01-09
GL ACC,2200600002.0,Consumables,299053346.3529336,2404802.310030545,2052-01-01
GL ACC,3112210001.0,ICT Equipment,160980316.8106665,1274811.360219923,2052-01-02
GL ACC,2201900002.0,Part Technical equipment,21907632.76318059,188725.9653982747,2052-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27159220.47875979,172353.8228721526,2052-01-04
GL ACC,2200600003.0,Renewal of Computer software,440739134.0519968,3156841.726010879,2052-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,599991.8789119624,3056.819425806865,2052-01-06
GRANT TOTAL ZWL,,,1097042861.925415,,2052-01-07
GRANT TOTAL ZWL,,,,,2052-01-08
,,,,8818146.861951776,2052-01-09
GL ACC,2200600002.0,Consumables,281663591.6579918,1791986.485974741,2053-01-01
GL ACC,3112210001.0,ICT Equipment,145738378.7269605,1024766.109402405,2053-01-02
GL ACC,2201900002.0,Part Technical equipment,24796403.12710113,193025.8093267197,2053-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27225394.8385127,227124.9395942311,2053-01-04
GL ACC,2200600003.0,Renewal of Computer software,544419521.6109076,4062819.799346208,2053-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,570861.1226081903,4015.65522952846,2053-01-06
GRANT TOTAL ZWL,,,897397483.6316426,,2053-01-07
GRANT TOTAL ZWL,,,,,2053-01-08
,,,,6086856.214923678,2053-01-09
GL ACC,2200600002.0,Consumables,266454980.7476475,1992114.238004401,2054-01-01
GL ACC,3112210001.0,ICT Equipment,180048820.6627119,1331933.980247705,2054-01-02
GL ACC,2201900002.0,Part Technical equipment,24856243.56256723,157662.4778312908,2054-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27456864.19733157,232829.0184038149,2054-01-04
GL ACC,2200600003.0,Renewal of Computer software,503962375.6360117,3269574.979200075,2054-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,467469.3237262617,3064.649589783864,2054-01-06
GRANT TOTAL ZWL,,,911814724.2408103,,2054-01-07
GRANT TOTAL ZWL,,,,,2054-01-08
,,,,6237103.933431622,2054-01-09
GL ACC,2200600002.0,Consumables,269364206.2241771,2006204.340992536,2055-01-01
GL ACC,3112210001.0,ICT Equipment,190478508.635224,1231598.018717061,2055-01-02
GL ACC,2201900002.0,Part Technical equipment,25111321.51725682,153683.0859915564,2055-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,32016492.81251635,213417.9586171995,2055-01-04
GL ACC,2200600003.0,Renewal of Computer software,597215330.2792592,3782651.919260775,2055-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,427339.6715390607,3552.161830184901,2055-01-06
GRANT TOTAL ZWL,,,929039249.1415834,,2055-01-07
GRANT TOTAL ZWL,,,,,2055-01-08
,,,,6755854.977960827,2055-01-09
GL ACC,2200600002.0,Consumables,364316722.7726351,2627094.26445426,2056-01-01
GL ACC,3112210001.0,ICT Equipment,156292023.680656,1379951.686971667,2056-01-02
GL ACC,2201900002.0,Part Technical equipment,25752335.32681608,139413.0910134248,2056-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34811933.83688875,201873.5732249694,2056-01-04
GL ACC,2200600003.0,Renewal of Computer software,462651061.625113,3645244.83296135,2056-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,473434.0918314618,3293.496286588468,2056-01-06
GRANT TOTAL ZWL,,,1108028468.270176,,2056-01-07
GRANT TOTAL ZWL,,,,,2056-01-08
,,,,6058613.355034117,2056-01-09
GL ACC,2200600002.0,Consumables,286909334.6061617,2298959.521904933,2057-01-01
GL ACC,3112210001.0,ICT Equipment,157854894.8643636,1107110.183951431,2057-01-02
GL ACC,2201900002.0,Part Technical equipment,26181990.50695109,193048.2013694528,2057-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,31683422.01265229,219946.3979931148,2057-01-04
GL ACC,2200600003.0,Renewal of Computer software,550574115.6394825,3098564.302447136,2057-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,463613.6883775078,2913.917063196133,2057-01-06
GRANT TOTAL ZWL,,,1025458628.734273,,2057-01-07
GRANT TOTAL ZWL,,,,,2057-01-08
,,,,6408600.575230338,2057-01-09
GL ACC,2200600002.0,Consumables,331119787.9919742,2545011.535962324,2058-01-01
GL ACC,3112210001.0,ICT Equipment,199164148.1412311,1184586.476636832,2058-01-02
GL ACC,2201900002.0,Part Technical equipment,26500181.8085782,154483.5721309996,2058-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24244635.00419477,210136.8821506586,2058-01-04
GL ACC,2200600003.0,Renewal of Computer software,562244698.873905,3922166.234118578,2058-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,479688.8082439111,4245.023534475394,2058-01-06
GRANT TOTAL ZWL,,,980306765.7891946,,2058-01-07
GRANT TOTAL ZWL,,,,,2058-01-08
,,,,8238534.951183333,2058-01-09
GL ACC,2200600002.0,Consumables,351835027.4359204,2311257.691666703,2059-01-01
GL ACC,3112210001.0,ICT Equipment,191449509.711421,1169572.732144156,2059-01-02
GL ACC,2201900002.0,Part Technical equipment,20902180.1838252,168341.4735283858,2059-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30545370.04839549,224711.3982151948,2059-01-04
GL ACC,2200600003.0,Renewal of Computer software,462414263.9284468,4151443.835852066,2059-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,585583.1178597504,3174.082585227423,2059-01-06
GRANT TOTAL ZWL,,,999956001.06289,,2059-01-07
GRANT TOTAL ZWL,,,,,2059-01-08
,,,,8917708.146355525,2059-01-09
GL ACC,2200600002.0,Consumables,365228359.3634183,2381978.312028536,2060-01-01
GL ACC,3112210001.0,ICT Equipment,134723179.7364713,1240166.904465536,2060-01-02
GL ACC,2201900002.0,Part Technical equipment,24217158.418653,141210.7753824735,2060-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26349116.49370828,175717.6140319002,2060-01-04
GL ACC,2200600003.0,Renewal of Computer software,512068892.4441227,3518676.099798684,2060-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,519714.2876204622,3456.49983910125,2060-01-06
GRANT TOTAL ZWL,,,917617168.0815374,,2060-01-07
GRANT TOTAL ZWL,,,,,2060-01-08
,,,,7980190.24814378,2060-01-09
GL ACC,2200600002.0,Consumables,261847521.7871821,2094974.997361518,2061-01-01
GL ACC,3112210001.0,ICT Equipment,186775421.1689213,1304503.421095593,2061-01-02
GL ACC,2201900002.0,Part Technical equipment,18990272.98444328,136192.2496251701,2061-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26817158.3864649,225265.9690870037,2061-01-04
GL ACC,2200600003.0,Renewal of Computer software,484287629.0729667,3911383.664297696,2061-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,564376.4486167453,3400.578098997496,2061-01-06
GRANT TOTAL ZWL,,,952851127.5963113,,2061-01-07
GRANT TOTAL ZWL,,,,,2061-01-08
,,,,9011878.494412692,2061-01-09
GL ACC,2200600002.0,Consumables,360929754.4904706,1974761.120342447,2062-01-01
GL ACC,3112210001.0,ICT Equipment,161091295.7681924,1388145.462186014,2062-01-02
GL ACC,2201900002.0,Part Technical equipment,22449815.62794167,162052.5305322897,2062-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34505818.68634066,247575.5610775975,2062-01-04
GL ACC,2200600003.0,Renewal of Computer software,485645109.7507781,4410896.783501636,2062-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,505700.9033797313,3747.146618059726,2062-01-06
GRANT TOTAL ZWL,,,1166282022.735667,,2062-01-07
GRANT TOTAL ZWL,,,,,2062-01-08
,,,,6995647.04724286,2062-01-09
GL ACC,2200600002.0,Consumables,355837009.7045985,2048853.327758508,2063-01-01
GL ACC,3112210001.0,ICT Equipment,174387478.3226643,1044957.063127548,2063-01-02
GL ACC,2201900002.0,Part Technical equipment,23761939.23165817,166628.3145690099,2063-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,34783458.96184411,206041.1046442697,2063-01-04
GL ACC,2200600003.0,Renewal of Computer software,516340003.2696915,3106366.73241855,2063-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,451862.0980551868,3278.330574140192,2063-01-06
GRANT TOTAL ZWL,,,1216397674.472667,,2063-01-07
GRANT TOTAL ZWL,,,,,2063-01-08
,,,,8775283.067150477,2063-01-09
GL ACC,2200600002.0,Consumables,334042836.8251132,2103587.356694396,2064-01-01
GL ACC,3112210001.0,ICT Equipment,197064973.8922244,1102012.811050037,2064-01-02
GL ACC,2201900002.0,Part Technical equipment,24111628.05899969,172082.4552715702,2064-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26504079.83134263,220505.4960174937,2064-01-04
GL ACC,2200600003.0,Renewal of Computer software,561938864.4689299,3431416.410754281,2064-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,450894.0735241537,3036.885262360172,2064-01-06
GRANT TOTAL ZWL,,,1202460801.401746,,2064-01-07
GRANT TOTAL ZWL,,,,,2064-01-08
,,,,8354012.556267878,2064-01-09
GL ACC,2200600002.0,Consumables,295776908.9239734,2464203.470831055,2065-01-01
GL ACC,3112210001.0,ICT Equipment,157347021.9427336,1018543.488986069,2065-01-02
GL ACC,2201900002.0,Part Technical equipment,19711132.47497919,147647.2117533431,2065-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,32376562.52434253,255044.9343929334,2065-01-04
GL ACC,2200600003.0,Renewal of Computer software,424729162.7518366,3549972.287208556,2065-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,531031.0883660793,4222.493978315591,2065-01-06
GRANT TOTAL ZWL,,,1255000748.726058,,2065-01-07
GRANT TOTAL ZWL,,,,,2065-01-08
,,,,6181065.554494631,2065-01-09
GL ACC,2200600002.0,Consumables,326835908.6389292,2651747.93470706,2066-01-01
GL ACC,3112210001.0,ICT Equipment,197201043.1958304,1405693.88841507,2066-01-02
GL ACC,2201900002.0,Part Technical equipment,20621674.65319489,174565.6455912881,2066-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,35823074.52277718,211757.0981512886,2066-01-04
GL ACC,2200600003.0,Renewal of Computer software,532252306.7102079,3149028.905362645,2066-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,448230.5347293792,3259.762486850204,2066-01-06
GRANT TOTAL ZWL,,,1216995509.667792,,2066-01-07
GRANT TOTAL ZWL,,,,,2066-01-08
,,,,8599015.31777215,2066-01-09
GL ACC,2200600002.0,Consumables,275723614.981608,1876299.289909379,2067-01-01
GL ACC,3112210001.0,ICT Equipment,147329503.9403121,1142051.335773102,2067-01-02
GL ACC,2201900002.0,Part Technical equipment,23583370.81236383,195011.1792006449,2067-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28933339.61178171,192160.9420172901,2067-01-04
GL ACC,2200600003.0,Renewal of Computer software,621617543.6937896,4427734.506930158,2067-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,433104.542459478,4266.032767780877,2067-01-06
GRANT TOTAL ZWL,,,939253369.7348274,,2067-01-07
GRANT TOTAL ZWL,,,,,2067-01-08
,,,,6887108.770034438,2067-01-09
GL ACC,2200600002.0,Consumables,350842400.1886941,1899348.44997384,2068-01-01
GL ACC,3112210001.0,ICT Equipment,200349084.6231143,1112675.836205061,2068-01-02
GL ACC,2201900002.0,Part Technical equipment,22160070.11909317,171098.3208528699,2068-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,24338786.61975964,255922.5050925356,2068-01-04
GL ACC,2200600003.0,Renewal of Computer software,523539591.90043,3987468.572044496,2068-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,414862.0610513118,2930.612624002688,2068-01-06
GRANT TOTAL ZWL,,,1227845654.7767,,2068-01-07
GRANT TOTAL ZWL,,,,,2068-01-08
,,,,6065155.685671004,2068-01-09
GL ACC,2200600002.0,Consumables,283549566.0268224,2241628.712089763,2069-01-01
GL ACC,3112210001.0,ICT Equipment,201643144.1169545,1148749.307046333,2069-01-02
GL ACC,2201900002.0,Part Technical equipment,18270934.91363574,131382.2782588004,2069-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,27548974.87859107,194553.8566694211,2069-01-04
GL ACC,2200600003.0,Renewal of Computer software,569518505.8692111,4197325.55735333,2069-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,557354.9945108951,4228.811319462226,2069-01-06
GRANT TOTAL ZWL,,,1186094863.992285,,2069-01-07
GRANT TOTAL ZWL,,,,,2069-01-08
,,,,6335786.921765442,2069-01-09
GL ACC,2200600002.0,Consumables,370307961.4286476,2121052.122271253,2070-01-01
GL ACC,3112210001.0,ICT Equipment,198456124.1209808,1027181.25608137,2070-01-02
GL ACC,2201900002.0,Part Technical equipment,24640894.90103576,145274.360872357,2070-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,26007739.41631204,257212.4461969064,2070-01-04
GL ACC,2200600003.0,Renewal of Computer software,445064974.8439441,4314543.037816353,2070-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,526254.6994231687,3444.350990647924,2070-01-06
GRANT TOTAL ZWL,,,899336696.4626964,,2070-01-07
GRANT TOTAL ZWL,,,,,2070-01-08
,,,,6871568.243466115,2070-01-09
GL ACC,2200600002.0,Consumables,310719239.0804718,2542301.518844929,2071-01-01
GL ACC,3112210001.0,ICT Equipment,151156907.0336323,966941.5513244811,2071-01-02
GL ACC,2201900002.0,Part Technical equipment,21239291.63847629,190020.8352875185,2071-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,30251637.94251293,178387.0530044401,2071-01-04
GL ACC,2200600003.0,Renewal of Computer software,516155020.8623292,4110737.730016279,2071-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,429121.8551381532,2891.027803735419,2071-01-06
GRANT TOTAL ZWL,,,1171598281.219066,,2071-01-07
GRANT TOTAL ZWL,,,,,2071-01-08
,,,,7564605.397264489,2071-01-09
GL ACC,2200600002.0,Consumables,271042353.3521229,2220154.460609361,2072-01-01
GL ACC,3112210001.0,ICT Equipment,168856765.7348338,1237675.514808566,2072-01-02
GL ACC,2201900002.0,Part Technical equipment,18811061.74327201,159950.6289238844,2072-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28082947.73076417,197718.4938679642,2072-01-04
GL ACC,2200600003.0,Renewal of Computer software,481766280.7508613,3022171.256173281,2072-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,424623.5634290723,4089.143001513668,2072-01-06
GRANT TOTAL ZWL,,,1216086046.788919,,2072-01-07
GRANT TOTAL ZWL,,,,,2072-01-08
,,,,8016049.09670802,2072-01-09
GL ACC,2200600002.0,Consumables,333714774.0613511,2343821.286556791,2073-01-01
GL ACC,3112210001.0,ICT Equipment,175261641.8967279,1330983.211189162,2073-01-02
GL ACC,2201900002.0,Part Technical equipment,18307714.51270489,134152.9625373849,2073-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,28695963.85900079,247365.2614421821,2073-01-04
GL ACC,2200600003.0,Renewal of Computer software,585782580.6099806,4478910.012589635,2073-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,500283.7067545762,4122.728024483958,2073-01-06
GRANT TOTAL ZWL,,,1236256486.441295,,2073-01-07
